0,-0.0504998,6.24999e-07
1,-0.05049,0.00088195
2,-0.050465,0.00176297
3,-0.0504251,0.00264342
4,-0.0503704,0.00352305
5,-0.0504451,0.00440232
6,-0.0506451,0.00528445
7,-0.0508848,0.00617041
8,-0.0511626,0.00706089
9,-0.0514793,0.00795655
10,-0.0518349,0.00885808
11,-0.0522293,0.00976616
12,-0.0526621,0.0106815
13,-0.0531326,0.0116046
14,-0.0536402,0.0125364
15,-0.0541839,0.0134773
16,-0.0547625,0.0144279
17,-0.0553748,0.015389
18,-0.0560193,0.0163611
19,-0.0566943,0.0173447
20,-0.0573981,0.0183403
21,-0.0581286,0.0193484
22,-0.058884,0.0203695
23,-0.0596619,0.021404
24,-0.0604603,0.0224523
25,-0.0612767,0.0235146
26,-0.062109,0.0245914
27,-0.0629548,0.0256828
28,-0.0638116,0.026789
29,-0.0646772,0.0279103
30,-0.0655493,0.0290467
31,-0.0664256,0.0301984
32,-0.0673039,0.0313654
33,-0.068182,0.0325478
34,-0.0690579,0.0337454
35,-0.0699296,0.0349583
36,-0.0707952,0.0361864
37,-0.0716529,0.0374295
38,-0.0725011,0.0386874
39,-0.0733381,0.0399601
40,-0.0741624,0.0412473
41,-0.0749728,0.0425487
42,-0.0757679,0.0438642
43,-0.0765465,0.0451933
44,-0.0773077,0.0465359
45,-0.0780503,0.0478916
46,-0.0787736,0.0492601
47,-0.0794768,0.0506411
48,-0.080159,0.0520341
49,-0.0808201,0.0534389
50,-0.0814579,0.0548549
51,-0.0820733,0.0562819
52,-0.0826662,0.0577195
53,-0.0832361,0.0591673
54,-0.0837826,0.0606247
55,-0.0843058,0.0620916
56,-0.0848054,0.0635673
57,-0.0852814,0.0650516
58,-0.0857335,0.066544
59,-0.086162,0.0680441
60,-0.0865668,0.0695514
61,-0.086948,0.0710656
62,-0.0873057,0.0725862
63,-0.08764,0.0741129
64,-0.087951,0.0756453
65,-0.0882366,0.0771827
66,-0.0885046,0.0787252
67,-0.0887502,0.080272
68,-0.088967,0.0818228
69,-0.089165,0.0833773
70,-0.0893413,0.084935
71,-0.0894959,0.0864956
72,-0.0896293,0.0880588
73,-0.0897416,0.089624
74,-0.0898332,0.0911911
75,-0.0899045,0.0927595
76,-0.0899558,0.0943291
77,-0.0899905,0.0958995
78,-0.0900002,0.09747
79,-0.089991,0.0990407
80,-0.0899678,0.100611
81,-0.0899241,0.102181
82,-0.0898624,0.10375
83,-0.089783,0.105318
84,-0.0896863,0.106884
85,-0.0895726,0.108448
86,-0.0894422,0.11001
87,-0.0892955,0.11157
88,-0.0891328,0.113127
89,-0.0889543,0.114681
90,-0.0887605,0.116232
91,-0.0885517,0.117779
92,-0.0883281,0.119323
93,-0.0880902,0.120862
94,-0.0878381,0.122398
95,-0.0875722,0.123928
96,-0.0872929,0.125454
97,-0.0870004,0.126975
98,-0.086695,0.128491
99,-0.0863771,0.130002
100,-0.0860469,0.131506
101,-0.0857047,0.133005
102,-0.0853509,0.134498
103,-0.0849856,0.135984
104,-0.0846093,0.137464
105,-0.0842256,0.138938
106,-0.0838281,0.140404
107,-0.0834204,0.141864
108,-0.0830028,0.143316
109,-0.0825755,0.144761
110,-0.0821388,0.146198
111,-0.081693,0.147628
112,-0.0812385,0.14905
113,-0.0807754,0.150464
114,-0.080304,0.151869
115,-0.0798247,0.153267
116,-0.0793377,0.154655
117,-0.0788434,0.156036
118,-0.0783419,0.157407
119,-0.0778336,0.15877
120,-0.0773188,0.160124
121,-0.0767977,0.161469
122,-0.0762707,0.162805
123,-0.075738,0.164131
124,-0.0752,0.165448
125,-0.074657,0.166756
126,-0.0741092,0.168054
127,-0.0735569,0.169343
128,-0.0730005,0.170622
129,-0.0724404,0.171891
130,-0.0718767,0.17315
131,-0.0713099,0.1744
132,-0.0707403,0.175639
133,-0.0701683,0.176869
134,-0.0695941,0.178088
135,-0.0690181,0.179298
136,-0.0684408,0.180497
137,-0.0678625,0.181687
138,-0.0672835,0.182866
139,-0.0667043,0.184035
